batch	source_language	id	type		Biased against Palestine	Biased against Israel	Biased against both Palestine and Israel	Biased against others	Unbiased	Not Applicable	Unclear		Propaganda	Not Propaganda	Not Applicable	Unclear
B08	Hindi	254	MAIN		2	0	0	0	1	0	0		2	0	0	0
B08	Hindi	256	MAIN		2	0	0	0	1	0	0		1	1	0	0
B08	Hindi	259	MAIN		2	0	0	0	1	0	0		2	0	0	0
B08	Hindi	265	MAIN		1	2	0	0	0	0	0		2	0	0	0
B08	Hindi	272	MAIN		2	1	0	0	0	0	0		1	1	0	0
B08	Hindi	445	MAIN		0	0	0	0	3	0	0		1	1	0	0
B08	Hindi	448	MAIN		1	0	0	0	1	0	1		1	0	0	1
B08	Hindi	450	MAIN		2	0	0	0	1	0	0		1	1	0	0
B08	Hindi	451	MAIN		0	0	0	0	1	1	1		1	0	0	1
B08	Hindi	461	MAIN		0	1	0	1	1	0	0		2	0	0	0
B08	Hindi	468	MAIN		1	0	0	0	2	0	0		0	2	0	0
B08	Hindi	472	MAIN		1	1	0	0	1	0	0		1	1	0	0
B08	Hindi	474	MAIN		0	0	0	1	2	0	0		1	1	0	0
B08	Hindi	484	MAIN		1	0	0	0	2	0	0		0	2	0	0
B08	Hindi	490	MAIN		0	1	0	0	2	0	0		0	2	0	0
B08	Hindi	491	MAIN		1	2	0	0	0	0	0		1	1	0	0
B08	Hindi	515	MAIN		0	1	0	1	1	0	0		1	1	0	0
B08	Hindi	548	MAIN		0	0	0	1	2	0	0		1	1	0	0
B08	Hindi	550	MAIN		0	2	0	0	1	0	0		0	1	0	1
B08	Hindi	551	MAIN		1	0	0	1	1	0	0		1	1	0	0
B08	Hindi	553	MAIN		0	0	0	1	2	0	0		1	1	0	0
B08	Hindi	563	MAIN		2	1	0	0	0	0	0		1	1	0	0
B08	Hindi	564	MAIN		0	0	0	0	3	0	0		1	1	0	0
B08	Hindi	1210	MAIN		1	0	0	0	2	0	0		1	1	0	0
B08	Hindi	1227	MAIN		1	0	0	0	2	0	0		0	2	0	0
B08	Hindi	1232	MAIN		0	0	0	0	2	1	0		0	2	0	0
B08	Hindi	1237	MAIN		3	0	0	0	0	0	0		1	1	0	0
B08	Hindi	1239	MAIN		0	0	0	0	3	0	0		0	2	0	0
B08	Hindi	1251	MAIN		1	0	0	2	0	0	0		1	1	0	0
B08	Hindi	1267	MAIN		3	0	0	0	0	0	0		1	1	0	0
B08	Hindi	1275	MAIN		0	0	0	1	1	1	0		1	1	0	0
B08	Hindi	1278	MAIN		1	0	0	0	2	0	0		1	1	0	0
B08	Hindi	1282	MAIN		1	0	0	0	2	0	0		0	2	0	0
B08	Hindi	1317	MAIN		1	1	0	0	1	0	0		1	1	0	0
B08	Hindi	1325	MAIN		0	1	0	0	2	0	0		1	1	0	0
B08	Hindi	1329	MAIN		2	0	0	0	1	0	0		1	1	0	0
B08	Hindi	1356	MAIN		0	0	1	0	2	0	0		1	1	0	0
B08	Hindi	1365	MAIN		0	1	0	0	2	0	0		1	1	0	0
B08	Hindi	1367	MAIN		0	0	0	0	2	1	0		0	2	0	0
B08	Hindi	1388	MAIN		0	0	0	0	3	0	0		1	1	0	0
B08	Hindi	1408	MAIN		1	0	0	0	1	1	0		1	1	0	0
B08	Hindi	2377	MAIN		0	1	0	1	1	0	0		1	1	0	0
B08	Hindi	2380	MAIN		0	0	0	0	3	0	0		0	2	0	0
B08	Hindi	2400	MAIN		1	0	0	0	2	0	0		1	1	0	0
B08	Hindi	2419	MAIN		0	0	0	0	3	0	0		0	2	0	0
B08	Hindi	2425	MAIN		0	2	0	0	1	0	0		1	1	0	0
B08	Hindi	2472	MAIN		0	2	0	0	1	0	0		1	1	0	0
B08	Hindi	2580	MAIN		0	1	0	0	2	0	0		1	1	0	0
B08	Hindi	2583	MAIN		1	0	0	0	2	0	0		1	1	0	0
B08	Hindi	2584	MAIN		2	1	0	0	0	0	0		1	1	0	0
B08	Hindi	2585	MAIN		0	0	0	0	3	0	0		0	2	0	0
B08	Hindi	2589	MAIN		1	0	0	0	1	0	1		0	2	0	0
B08	Hindi	2590	MAIN		2	1	0	0	0	0	0		1	1	0	0
B08	Hindi	2595	MAIN		1	1	0	0	1	0	0		1	1	0	0
B08	Hindi	2596	MAIN		2	1	0	0	0	0	0		1	1	0	0
B08	Hindi	2597	MAIN		0	0	0	0	3	0	0		0	2	0	0
B08	Hindi	2604	MAIN		1	0	0	0	1	0	1		0	1	0	1
B08	Hindi	2606	MAIN		0	0	0	0	3	0	0		0	2	0	0
B08	Hindi	2608	MAIN		1	0	0	0	1	1	0		1	1	0	0
B08	Hindi	2610	MAIN		2	0	0	0	1	0	0		1	1	0	0
B08	Hindi	2611	MAIN		1	1	0	0	1	0	0		0	2	0	0
B08	Hindi	2613	MAIN		0	0	0	0	3	0	0		0	2	0	0
B08	Hindi	2615	MAIN		1	0	1	0	1	0	0		1	1	0	0
B08	Hindi	2616	MAIN		1	0	0	0	2	0	0		0	2	0	0
B08	Hindi	2619	MAIN		2	0	0	0	1	0	0		2	0	0	0
B08	Hindi	2620	MAIN		1	1	0	0	1	0	0		1	1	0	0
B08	Hindi	2621	MAIN		1	0	0	1	1	0	0		1	1	0	0
B08	Hindi	2622	MAIN		0	0	0	0	3	0	0		0	2	0	0
B08	Hindi	2628	MAIN		1	1	0	0	1	0	0		1	1	0	0
B08	Hindi	2630	MAIN		1	0	0	1	0	1	0		1	1	0	0
B08	Hindi	2633	MAIN		0	1	0	0	1	0	1		0	1	0	1
B08	Hindi	2634	MAIN		1	0	0	0	2	0	0		1	1	0	0
B08	Hindi	2642	MAIN		0	0	0	0	3	0	0		0	2	0	0
B08	Hindi	2646	MAIN		0	0	0	0	3	0	0		0	2	0	0
B08	Hindi	2647	MAIN		1	0	0	1	0	1	0		1	1	0	0
B08	Hindi	2648	MAIN		1	1	0	0	1	0	0		1	1	0	0
B08	Hindi	2649	MAIN		1	0	0	0	2	0	0		1	1	0	0
B08	Hindi	2656	MAIN		1	1	0	0	1	0	0		0	2	0	0
B08	Hindi	2659	MAIN		1	1	0	0	1	0	0		1	1	0	0
B08	Hindi	2660	MAIN		1	0	0	0	2	0	0		1	1	0	0
B08	Hindi	2664	MAIN		1	0	0	0	2	0	0		1	1	0	0
B08	Hindi	2666	MAIN		1	1	0	0	1	0	0		0	2	0	0
B08	Hindi	2667	MAIN		2	1	0	0	0	0	0		1	1	0	0
B08	Hindi	2669	MAIN		2	0	0	0	1	0	0		1	1	0	0
B08	Hindi	2682	MAIN		1	0	0	0	2	0	0		0	2	0	0
B08	Hindi	2683	MAIN		1	0	0	1	0	1	0		1	1	0	0
B08	Hindi	2685	MAIN		1	1	0	0	0	1	0		1	1	0	0
B08	Hindi	2686	MAIN		0	0	0	0	3	0	0		0	2	0	0
B08	Hindi	2688	MAIN		1	0	0	1	1	0	0		1	1	0	0
B08	Hindi	2689	MAIN		1	0	0	1	1	0	0		1	1	0	0
B08	Hindi	2691	MAIN		1	0	0	1	1	0	0		1	1	0	0
B08	Hindi	2695	MAIN		2	0	0	0	1	0	0		2	0	0	0
B08	Hindi	2699	MAIN		2	1	0	0	0	0	0		1	1	0	0
B08	Hindi	2701	MAIN		1	0	0	0	2	0	0		0	2	0	0
B08	Hindi	2704	MAIN		1	1	0	0	1	0	0		1	1	0	0
B08	Hindi	2708	MAIN		0	0	0	0	3	0	0		0	2	0	0
B08	Hindi	2709	MAIN		1	0	0	0	2	0	0		1	1	0	0
B08	Hindi	2711	MAIN		0	0	0	0	3	0	0		1	1	0	0
B08	Hindi	2712	MAIN		1	0	0	0	1	0	1		1	1	0	0
B08	Hindi	2715	MAIN		1	1	0	0	1	0	0		1	1	0	0
B08	Hindi	2716	MAIN		0	1	1	0	1	0	0		1	1	0	0
B08	Hindi	2719	MAIN		0	0	0	1	1	1	0		1	1	0	0
B08	Hindi	2720	MAIN		1	0	0	0	2	0	0		1	1	0	0
B08	Hindi	2723	MAIN		1	0	0	0	2	0	0		1	1	0	0
B08	Hindi	2725	MAIN		0	0	0	2	1	0	0		1	1	0	0
B08	Hindi	2728	MAIN		0	1	0	0	1	0	1		0	1	0	1
B08	Hindi	2729	MAIN		0	0	1	0	2	0	0		1	1	0	0
B08	Hindi	2730	MAIN		1	0	1	0	1	0	0		1	1	0	0
B08	Hindi	2731	MAIN		1	0	0	0	2	0	0		1	1	0	0
B08	Hindi	2732	MAIN		0	1	0	0	2	0	0		1	1	0	0
B08	Hindi	2737	MAIN		1	0	0	0	2	0	0		1	1	0	0
B08	Hindi	2740	MAIN		0	1	0	0	2	0	0		1	1	0	0
B08	Hindi	2742	MAIN		0	2	0	0	1	0	0		1	1	0	0
B08	Hindi	2745	MAIN		1	0	0	0	2	0	0		1	1	0	0
B08	Hindi	2746	MAIN		0	1	0	2	0	0	0		2	0	0	0
B08	Hindi	2748	MAIN		0	0	0	0	1	1	1		0	1	0	1
B08	Hindi	2751	MAIN		2	0	0	0	1	0	0		1	1	0	0
B08	Hindi	2755	MAIN		2	0	0	0	1	0	0		2	0	0	0
B08	Hindi	2759	MAIN		0	1	0	0	2	0	0		1	1	0	0
B08	Hindi	2760	MAIN		1	1	0	0	1	0	0		1	1	0	0
B08	Hindi	2765	MAIN		0	0	0	0	3	0	0		1	1	0	0
B08	Hindi	2766	MAIN		1	1	0	0	1	0	0		1	1	0	0
B08	Hindi	2767	MAIN		1	0	1	0	1	0	0		1	1	0	0
B08	Hindi	2770	MAIN		1	0	0	0	2	0	0		1	1	0	0
B08	Hindi	2775	MAIN		2	1	0	0	0	0	0		1	1	0	0
B08	Hindi	2776	MAIN		0	1	0	0	2	0	0		0	2	0	0
B08	Hindi	2777	MAIN		0	0	0	0	2	0	1		0	1	0	1
B08	Hindi	2778	MAIN		1	1	0	0	1	0	0		1	1	0	0
B08	Hindi	2779	MAIN		2	0	0	0	1	0	0		1	1	0	0
B08	Hindi	2780	MAIN		0	0	0	0	3	0	0		1	1	0	0
B08	Hindi	2785	MAIN		1	0	0	0	1	0	1		1	0	0	1
B08	Hindi	2786	MAIN		2	0	0	0	1	0	0		1	1	0	0
B08	Hindi	2787	MAIN		2	0	0	0	1	0	0		2	0	0	0
B08	Hindi	2788	MAIN		2	0	0	0	1	0	0		1	1	0	0
B08	Hindi	2790	MAIN		0	0	0	1	2	0	0		1	1	0	0
B08	Hindi	2791	MAIN		0	1	0	0	2	0	0		0	2	0	0
B08	Hindi	2792	MAIN		0	0	0	1	2	0	0		2	0	0	0
B08	Hindi	2796	MAIN		0	0	0	0	3	0	0		0	2	0	0
B08	Hindi	2797	MAIN		0	0	0	0	3	0	0		1	1	0	0
B08	Hindi	2805	MAIN		0	0	0	0	3	0	0		0	2	0	0
B08	Hindi	2809	MAIN		2	0	0	0	0	0	1		0	1	0	1
B08	Hindi	2814	MAIN		1	1	0	0	1	0	0		1	1	0	0
B08	Hindi	2815	MAIN		1	1	0	0	1	0	0		1	1	0	0
B08	Hindi	2816	MAIN		1	0	0	1	1	0	0		0	2	0	0
B08	Hindi	2817	MAIN		1	1	0	0	1	0	0		1	1	0	0
B08	Hindi	2818	MAIN		0	0	0	0	2	0	1		0	1	0	1
B08	Hindi	2819	MAIN		1	0	0	0	2	0	0		0	2	0	0
B08	Hindi	2820	MAIN		3	0	0	0	0	0	0		2	0	0	0
B08	Hindi	2827	MAIN		1	1	1	0	0	0	0		2	0	0	0
B08	Hindi	5034	MAIN		0	1	0	0	1	1	0		1	1	0	0
B08	Hindi	5035	MAIN		1	0	0	0	2	0	0		1	1	0	0
B08	Hindi	5089	MAIN		1	0	0	0	2	0	0		1	1	0	0
B08	Hindi	5090	MAIN		0	2	0	0	1	0	0		1	1	0	0
B08	Hindi	5105	MAIN		1	1	0	0	1	0	0		2	0	0	0
B08	Hindi	5108	MAIN		1	0	0	0	2	0	0		1	1	0	0
B08	Hindi	5180	MAIN		1	0	0	1	1	0	0		1	1	0	0
B08	Hindi	5190	MAIN		2	0	0	0	1	0	0		1	1	0	0
B08	Hindi	5205	MAIN		0	1	0	0	2	0	0		0	2	0	0
B08	Hindi	5503	MAIN		0	0	0	2	1	0	0		1	1	0	0
B08	Hindi	5513	MAIN		0	0	0	1	2	0	0		1	1	0	0
B08	Hindi	5552	MAIN		0	0	0	1	2	0	0		1	1	0	0
B08	Hindi	5565	MAIN		1	0	0	0	2	0	0		1	1	0	0
B08	Hindi	5566	MAIN		0	0	0	0	3	0	0		0	2	0	0
B08	Hindi	5616	MAIN		1	0	0	0	2	0	0		1	1	0	0
B08	Hindi	5641	MAIN		0	0	0	2	1	0	0		2	0	0	0
B08	Hindi	5642	MAIN		1	1	0	0	1	0	0		1	1	0	0
B08	Hindi	5716	MAIN		2	0	0	1	0	0	0		1	1	0	0
B08	Hindi	6507	MAIN		2	0	0	0	1	0	0		1	1	0	0
B08	Hindi	6558	MAIN		2	1	0	0	0	0	0		1	1	0	0
B08	Hindi	6626	MAIN		2	1	0	0	0	0	0		1	1	0	0
B08	Hindi	6875	MAIN		1	1	1	0	0	0	0		2	0	0	0
B08	Hindi	6887	MAIN		0	0	1	0	2	0	0		1	1	0	0
B08	Hindi	6888	MAIN		1	0	0	0	2	0	0		1	1	0	0
B08	Hindi	7158	MAIN		2	0	0	0	1	0	0		1	1	0	0
B08	Hindi	7455	MAIN		1	1	0	0	1	0	0		1	1	0	0
B08	Hindi	7899	MAIN		0	1	1	0	1	0	0		0	2	0	0
B08	Hindi	7958	MAIN		0	0	0	0	2	0	1		0	1	0	1
B09	English	280	MAIN		0	2	0	0	1	0	0		1	1	0	0
B09	English	281	MAIN		1	0	0	1	0	0	1		1	1	0	0
B09	English	285	MAIN		0	0	1	0	2	0	0		1	1	0	0
B09	English	304	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	English	310	MAIN		2	0	0	0	1	0	0		1	1	0	0
B09	English	385	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	English	394	MAIN		0	0	0	0	1	2	0		0	1	1	0
B09	English	406	MAIN		1	1	0	0	1	0	0		2	0	0	0
B09	English	415	MAIN		1	0	0	0	2	0	0		2	0	0	0
B09	English	527	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	English	528	MAIN		0	0	0	0	1	1	1		1	1	0	0
B09	English	531	MAIN		0	0	0	0	2	0	1		0	1	0	1
B09	English	555	MAIN		2	0	0	0	1	0	0		1	0	1	0
B09	English	558	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	English	581	MAIN		1	0	0	1	1	0	0		1	1	0	0
B09	English	584	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	English	596	MAIN		0	1	0	0	2	0	0		1	0	0	1
B09	English	606	MAIN		0	0	0	0	3	0	0		1	1	0	0
B09	English	618	MAIN		0	0	0	1	1	1	0		1	1	0	0
B09	English	778	MAIN		0	1	0	0	2	0	0		1	0	0	1
B09	English	779	MAIN		0	2	0	1	0	0	0		2	0	0	0
B09	English	781	MAIN		3	0	0	0	0	0	0		2	0	0	0
B09	English	788	MAIN		0	0	0	0	2	1	0		0	2	0	0
B09	English	1047	MAIN		0	2	0	0	1	0	0		1	1	0	0
B09	English	1116	MAIN		1	0	0	0	2	0	0		0	2	0	0
B09	English	1133	MAIN		1	0	0	0	1	0	1		2	0	0	0
B09	English	1144	MAIN		2	0	0	0	1	0	0		2	0	0	0
B09	English	1677	MAIN		1	0	0	0	2	0	0		2	0	0	0
B09	English	1685	MAIN		0	2	0	0	1	0	0		1	1	0	0
B09	English	1980	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	English	2003	MAIN		0	2	0	0	1	0	0		1	1	0	0
B09	English	2106	MAIN		1	0	0	0	2	0	0		1	0	0	1
B09	English	2117	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	English	2124	MAIN		0	0	0	0	3	0	0		1	1	0	0
B09	English	2134	MAIN		1	2	0	0	0	0	0		1	1	0	0
B09	English	2145	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	English	2305	MAIN		0	1	0	0	2	0	0		2	0	0	0
B09	English	2306	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	English	2309	MAIN		0	1	0	0	2	0	0		2	0	0	0
B09	English	2310	MAIN		0	1	0	0	2	0	0		0	2	0	0
B09	English	2313	MAIN		0	2	1	0	0	0	0		1	1	0	0
B09	English	2321	MAIN		1	0	0	1	1	0	0		1	1	0	0
B09	English	2323	MAIN		1	0	1	0	1	0	0		1	1	0	0
B09	English	2324	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	English	2333	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	English	2334	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	English	2337	MAIN		1	1	0	0	1	0	0		1	1	0	0
B09	English	2343	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	English	2348	MAIN		0	0	0	0	1	2	0		0	1	1	0
B09	English	2351	MAIN		2	0	0	0	1	0	0		2	0	0	0
B09	English	2355	MAIN		1	0	1	0	1	0	0		1	1	0	0
B09	English	2359	MAIN		3	0	0	0	0	0	0		2	0	0	0
B09	English	2362	MAIN		2	0	0	0	1	0	0		1	1	0	0
B09	English	2365	MAIN		0	0	0	0	2	1	0		0	2	0	0
B09	English	2367	MAIN		1	1	1	0	0	0	0		1	0	1	0
B09	English	2370	MAIN		0	0	0	2	0	1	0		1	0	1	0
B09	English	2380	MAIN		0	2	0	0	1	0	0		1	1	0	0
B09	English	2386	MAIN		0	0	0	0	3	0	0		1	1	0	0
B09	English	2387	MAIN		0	0	0	0	2	0	1		1	0	0	1
B09	English	2389	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	English	2394	MAIN		1	0	0	0	2	0	0		2	0	0	0
B09	English	2396	MAIN		0	0	0	0	1	2	0		0	1	1	0
B09	English	2401	MAIN		0	0	1	0	2	0	0		2	0	0	0
B09	English	2403	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	English	2405	MAIN		0	0	0	1	2	0	0		0	2	0	0
B09	English	2406	MAIN		0	1	0	0	2	0	0		2	0	0	0
B09	English	2408	MAIN		0	0	0	0	2	1	0		0	1	1	0
B09	English	2411	MAIN		0	2	0	0	1	0	0		1	0	1	0
B09	English	2413	MAIN		0	0	1	0	2	0	0		1	1	0	0
B09	English	2416	MAIN		0	0	0	3	0	0	0		1	1	0	0
B09	English	2419	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	English	2422	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	English	2423	MAIN		2	0	0	0	1	0	0		1	1	0	0
B09	English	2425	MAIN		0	2	0	0	1	0	0		1	1	0	0
B09	English	2429	MAIN		0	0	0	3	0	0	0		2	0	0	0
B09	English	2430	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	English	2434	MAIN		0	0	0	0	2	0	1		0	1	0	1
B09	English	2438	MAIN		0	2	0	0	1	0	0		1	1	0	0
B09	English	2441	MAIN		1	0	0	0	2	0	0		2	0	0	0
B09	English	2443	MAIN		0	2	0	0	1	0	0		1	1	0	0
B09	English	2446	MAIN		0	0	1	0	2	0	0		0	2	0	0
B09	English	2447	MAIN		0	0	0	0	1	2	0		0	1	1	0
B09	English	2451	MAIN		0	0	0	1	2	0	0		0	2	0	0
B09	English	2452	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	English	2453	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	English	2454	MAIN		1	0	1	0	0	0	1		1	1	0	0
B09	English	2455	MAIN		0	0	0	0	1	1	1		0	1	0	1
B09	English	2456	MAIN		0	0	0	2	0	1	0		1	1	0	0
B09	English	2458	MAIN		0	1	0	1	1	0	0		1	1	0	0
B09	English	2460	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	English	2465	MAIN		2	1	0	0	0	0	0		1	1	0	0
B09	English	2468	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	English	2478	MAIN		1	0	1	0	1	0	0		2	0	0	0
B09	English	2479	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	English	2480	MAIN		0	1	0	0	2	0	0		2	0	0	0
B09	English	2482	MAIN		2	0	0	0	1	0	0		1	1	0	0
B09	English	2483	MAIN		1	1	0	0	1	0	0		2	0	0	0
B09	English	2484	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	English	2490	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	English	2491	MAIN		0	0	0	0	1	2	0		0	1	1	0
B09	English	2493	MAIN		1	0	0	1	1	0	0		2	0	0	0
B09	English	2494	MAIN		0	0	0	1	1	1	0		2	0	0	0
B09	English	2495	MAIN		1	0	0	0	1	1	0		2	0	0	0
B09	English	2496	MAIN		1	0	0	0	2	0	0		2	0	0	0
B09	English	2497	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	English	2498	MAIN		0	2	0	0	1	0	0		1	0	1	0
B09	English	2500	MAIN		1	0	0	0	2	0	0		2	0	0	0
B09	English	2508	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	English	2509	MAIN		0	0	1	0	1	1	0		1	1	0	0
B09	English	2516	MAIN		1	0	0	2	0	0	0		1	1	0	0
B09	English	2520	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	English	2521	MAIN		0	1	0	0	2	0	0		2	0	0	0
B09	English	2522	MAIN		0	2	0	0	1	0	0		1	1	0	0
B09	English	2523	MAIN		0	0	0	3	0	0	0		1	1	0	0
B09	English	2526	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	English	2527	MAIN		0	0	0	1	2	0	0		1	1	0	0
B09	English	2528	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	English	2529	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	English	2534	MAIN		0	1	1	0	1	0	0		1	1	0	0
B09	English	2536	MAIN		2	0	0	1	0	0	0		2	0	0	0
B09	English	2538	MAIN		1	1	0	0	1	0	0		2	0	0	0
B09	English	2542	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	English	2543	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	English	2544	MAIN		0	2	0	0	1	0	0		2	0	0	0
B09	English	2546	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	English	2549	MAIN		0	0	0	0	2	0	1		1	1	0	0
B09	English	2550	MAIN		2	0	0	0	1	0	0		2	0	0	0
B09	English	2553	MAIN		1	1	0	0	1	0	0		1	1	0	0
B09	English	2554	MAIN		1	2	0	0	0	0	0		1	1	0	0
B09	English	2555	MAIN		1	1	0	0	1	0	0		1	1	0	0
B09	English	2559	MAIN		0	0	1	0	2	0	0		2	0	0	0
B09	English	2560	MAIN		1	1	0	0	1	0	0		1	0	0	1
B09	English	2561	MAIN		0	2	0	0	1	0	0		2	0	0	0
B09	English	2606	MAIN		0	0	1	0	1	0	1		1	1	0	0
B09	English	2613	MAIN		0	0	0	1	2	0	0		2	0	0	0
B09	English	2694	MAIN		0	1	1	0	1	0	0		2	0	0	0
B09	English	2844	MAIN		0	1	1	0	1	0	0		1	1	0	0
B09	English	2941	MAIN		0	0	0	0	3	0	0		1	1	0	0
B09	English	3039	MAIN		2	0	0	0	1	0	0		2	0	0	0
B09	English	3062	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	English	3170	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	English	3341	MAIN		0	0	0	1	2	0	0		1	1	0	0
B09	English	3427	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	English	3452	MAIN		0	1	0	0	2	0	0		0	2	0	0
B09	English	3486	MAIN		0	2	0	0	1	0	0		2	0	0	0
B09	English	3517	MAIN		0	1	0	1	1	0	0		1	1	0	0
B09	English	3532	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	English	3534	MAIN		0	1	0	1	1	0	0		1	1	0	0
B09	English	3550	MAIN		0	0	1	0	2	0	0		1	1	0	0
B09	English	3578	MAIN		0	2	0	0	1	0	0		1	1	0	0
B09	English	3619	MAIN		0	1	0	0	2	0	0		1	0	1	0
B09	English	4140	MAIN		1	1	0	0	1	0	0		1	1	0	0
B09	English	4152	MAIN		1	1	0	0	1	0	0		1	1	0	0
B09	English	4167	MAIN		0	0	0	0	2	1	0		1	0	1	0
B09	English	4201	MAIN		0	0	0	0	2	1	0		0	2	0	0
B09	English	4269	MAIN		0	2	0	0	1	0	0		1	1	0	0
B09	English	4385	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	English	4775	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	English	4776	MAIN		0	2	0	0	1	0	0		1	1	0	0
B09	English	5215	MAIN		0	3	0	0	0	0	0		1	1	0	0
B09	English	5330	MAIN		0	3	0	0	0	0	0		1	1	0	0
B09	English	5394	MAIN		0	1	0	0	2	0	0		2	0	0	0
B09	English	5475	MAIN		0	1	0	0	2	0	0		0	2	0	0
B09	English	5580	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	English	5623	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	English	5741	MAIN		0	1	0	0	2	0	0		0	2	0	0
B09	English	7651	MAIN		1	0	1	0	1	0	0		1	1	0	0
B09	English	7673	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	English	7729	MAIN		0	0	1	0	2	0	0		1	1	0	0
B09	English	7763	MAIN		0	2	0	0	1	0	0		1	1	0	0
B09	English	8011	MAIN		2	0	0	0	0	0	1		1	1	0	0
B09	English	8124	MAIN		0	1	0	1	1	0	0		1	1	0	0
B09	English	8158	MAIN		0	1	1	0	1	0	0		1	1	0	0
B09	English	8405	MAIN		0	2	0	0	1	0	0		1	1	0	0
B09	English	8463	MAIN		0	1	0	0	1	1	0		1	0	1	0
B09	English	9038	MAIN		1	0	0	0	1	1	0		0	2	0	0
B09	English	9112	MAIN		0	0	0	0	1	1	1		0	0	1	1
B09	English	9161	MAIN		2	1	0	0	0	0	0		1	1	0	0
B09	English	9307	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	English	11072	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	Arabic	322	MAIN		0	0	0	1	2	0	0		1	1	0	0
B09	Arabic	337	MAIN		1	0	0	0	2	0	0		2	0	0	0
B09	Arabic	338	MAIN		0	2	0	0	1	0	0		1	0	0	1
B09	Arabic	348	MAIN		1	0	0	0	2	0	0		2	0	0	0
B09	Arabic	422	MAIN		1	0	0	0	2	0	0		2	0	0	0
B09	Arabic	425	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	Arabic	442	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	Arabic	462	MAIN		0	2	0	0	1	0	0		2	0	0	0
B09	Arabic	475	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	Arabic	482	MAIN		1	0	0	0	2	0	0		2	0	0	0
B09	Arabic	489	MAIN		1	1	0	0	1	0	0		2	0	0	0
B09	Arabic	491	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	Arabic	1007	MAIN		0	0	0	0	3	0	0		1	1	0	0
B09	Arabic	1015	MAIN		0	1	0	1	1	0	0		1	1	0	0
B09	Arabic	1022	MAIN		1	0	0	0	2	0	0		2	0	0	0
B09	Arabic	1047	MAIN		2	0	0	0	1	0	0		0	1	0	1
B09	Arabic	1320	MAIN		0	2	0	0	1	0	0		2	0	0	0
B09	Arabic	1370	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	Arabic	1406	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	Arabic	1552	MAIN		1	1	0	0	1	0	0		1	1	0	0
B09	Arabic	1574	MAIN		0	2	0	0	1	0	0		2	0	0	0
B09	Arabic	1592	MAIN		2	0	0	0	1	0	0		2	0	0	0
B09	Arabic	1603	MAIN		0	1	0	0	2	0	0		0	2	0	0
B09	Arabic	1656	MAIN		2	1	0	0	0	0	0		2	0	0	0
